flag,ssvid,n
CHN,412326903,4
CHN,412326904,4
CHN,412326905,4
CHN,412326906,4
CHN,412328755,4
CHN,412328756,4
CHN,412328757,4
CHN,412328758,4
CHN,412328759,4
CHN,412328761,4
CHN,412328763,4
CHN,412328793,4
CHN,412328797,4
CHN,412329403,4
CHN,412329407,4
CHN,412329416,4
CHN,412329419,4
CHN,412329424,4
CHN,412329428,4
CHN,412329459,4
CHN,412329679,4
CHN,412330103,4
CHN,412330104,4
CHN,412330105,4
CHN,412330954,4
CHN,412331014,4
CHN,412331039,4
CHN,412331048,4
CHN,412331055,4
CHN,412331099,4
CHN,412331101,4
CHN,412331102,4
CHN,412331103,4
CHN,412331105,4
CHN,412331146,4
CHN,412331499,4
CHN,412333336,4
CHN,412333793,4
CHN,412333795,4
CHN,412349779,4
CHN,412354049,4
CHN,412354091,4
CHN,412354265,4
CHN,412354266,4
CHN,412354267,4
CHN,412354268,4
CHN,412371194,4
CHN,412371204,4
CHN,412371206,4
CHN,412371207,4
CHN,412371208,4
CHN,412416268,4
CHN,412419844,4
CHN,412420003,4
CHN,412420209,4
CHN,412420277,4
CHN,412420433,4
CHN,412420436,4
CHN,412420456,4
CHN,412420582,4
CHN,412420646,4
CHN,412420677,4
CHN,412420877,4
CHN,412420896,4
CHN,412420898,4
CHN,412420901,4
CHN,412420902,4
CHN,412420906,4
CHN,412420911,4
CHN,412420918,4
CHN,412421023,4
CHN,412421035,4
CHN,412421058,4
CHN,412421059,4
CHN,412421063,4
CHN,412421064,4
CHN,412421066,4
CHN,412421068,4
CHN,412421094,4
CHN,412421098,4
CHN,412421111,4
CHN,412422732,4
CHN,412424491,4
CHN,412424547,4
CHN,412439588,4
CHN,412439604,4
CHN,412440011,4
CHN,412440029,4
CHN,412440222,4
CHN,412440234,4
CHN,412440435,4
CHN,412440437,4
CHN,412440443,4
CHN,412440477,4
CHN,412440478,4
CHN,412440480,4
CHN,412440541,4
CHN,412446504,4
CHN,412460003,4
CHN,412460009,4
CHN,412460013,4
CHN,412460018,4
CHN,412460034,4
CHN,412460053,4
CHN,412460116,4
CHN,412460278,4
CHN,412465077,4
CHN,412470420,4
CHN,412482975,4
CHN,412482983,4
CHN,412482985,4
CHN,412482986,4
CHN,412500156,4
CHN,412500157,4
CHN,412556666,4
CHN,412586868,4
CHN,412596353,4
CHN,412596853,4
CHN,412679040,4
CHN,412679050,4
CHN,412687110,4
CHN,412687140,4
CHN,412688710,4
CHN,412689320,4
CHN,412689530,4
CHN,412690480,4
CHN,412690720,4
CHN,412691290,4
CHN,412691520,4
CHN,412691540,4
CHN,412694840,4
CHN,412695550,4
CHN,412695570,4
CHN,412695630,4
CHN,412695690,4
CHN,412699220,4
CHN,412699540,4
CHN,412880936,4
CHN,412982213,4
CHN,412989000,4
CHN,412996000,4
CHN,413178182,4
CHN,413224000,4
CHN,413236000,4
CHN,413322610,4
CHN,413322620,4
CHN,413322680,4
CHN,413322690,4
CHN,413340000,4
CHN,413341000,4
CHN,413381130,4
CHN,413404430,4
CHN,414356450,4
CHN,416900016,4
CHN,440012410,4
CHN,589656598,4
CHN,800005560,4
CHN,800038289,4
CHN,800038743,4
CHN,800044012,4
CHN,800051070,4
CHN,800251546,4
CHN,900028873,4
COK,518206000,4
COK,518676000,4
COL,730014000,4
COL,730017000,4
COL,730049000,4
COL,730059000,4
CYP,273447010,4
DEU,211241240,4
DEU,211279120,4
DEU,211285880,4
DEU,211315540,4
DEU,211315870,4
DEU,211317720,4
DEU,211332630,4
DEU,211332750,4
DEU,211365280,4
DEU,211411630,4
DEU,211555000,4
DEU,211680250,4
DEU,211699000,4
DEU,211801150,4
DNK,219001472,4
DNK,219001559,4
DNK,219005583,4
DNK,219010989,4
DNK,219012671,4
DNK,219013178,4
DNK,219013485,4
DNK,219015362,4
DNK,219021235,4
DNK,219024608,4
DNK,219067000,4
DNK,219106000,4
DNK,219138000,4
DNK,219220000,4
DNK,219441000,4
DNK,219689000,4
DNK,219697000,4
DNK,219743000,4
DNK,219796000,4
DNK,219801000,4
DNK,219921000,4
DNK,220071000,4
DNK,220166000,4
DNK,220182000,4
DNK,220257000,4
DNK,220339000,4
DNK,220616000,4
DNK,331074000,4
DZA,605000010,4
DZA,605036118,4
ECU,735057642,4
ECU,735058003,4
ECU,735059255,4
EGY,622113226,4
ESP,224000220,4
ESP,224009000,4
ESP,224010000,4
ESP,224014530,4
ESP,224019630,4
ESP,224021560,4
ESP,224021580,4
ESP,224024000,4
ESP,224024170,4
ESP,224026860,4
ESP,224026880,4
ESP,224031640,4
ESP,224038000,4
ESP,224041540,4
ESP,224044870,4
ESP,224045260,4
ESP,224050270,4
ESP,224051160,4
ESP,224051350,4
ESP,224057450,4
ESP,224065290,4
ESP,224070000,4
ESP,224076440,4
ESP,224081690,4
ESP,224082460,4
ESP,224096770,4
ESP,224098930,4
ESP,224106000,4
ESP,224108670,4
ESP,224110000,4
ESP,224135000,4
ESP,224141980,4
ESP,224152340,4
ESP,224153130,4
ESP,224154000,4
ESP,224155950,4
ESP,224156290,4
ESP,224195750,4
ESP,224208290,4
ESP,224233000,4
ESP,224268000,4
ESP,224290000,4
ESP,224301000,4
ESP,224308000,4
ESP,224314000,4
ESP,224318000,4
ESP,224374000,4
ESP,224385000,4
ESP,224393000,4
ESP,224430000,4
ESP,224447240,4
ESP,224452000,4
ESP,224459000,4
ESP,224468000,4
ESP,224472000,4
ESP,224506000,4
ESP,224523000,4
ESP,224540000,4
ESP,224559000,4
ESP,224578000,4
ESP,224597000,4
ESP,224618000,4
ESP,224701000,4
ESP,224721000,4
ESP,224754000,4
ESP,224792000,4
ESP,224819000,4
ESP,224897000,4
ESP,224967000,4
ESP,224992000,4
ESP,225362000,4
ESP,225378000,4
ESP,225381000,4
ESP,225458000,4
ESP,225985132,4
ESP,225986769,4
ESP,225988178,4
ESP,225988373,4
EST,276103000,4
EST,276152000,4
EST,276182000,4
EST,276276000,4
EST,276544000,4
EST,276831000,4
FIN,230941650,4
FJI,520150000,4
FJI,520151000,4
FJI,520172000,4
FJI,520174000,4
FJI,520179000,4
FJI,520243000,4
FLK,740336000,4
FLK,740344000,4
FLK,740354000,4
FLK,740356000,4
FLK,740359000,4
FLK,740399000,4
FRA,226150000,4
FRA,226169000,4
FRA,226247000,4
FRA,226255000,4
FRA,227117600,4
FRA,227144900,4
FRA,227146400,4
FRA,227275010,4
FRA,227303000,4
FRA,227317000,4
FRA,227324000,4
FRA,227336000,4
FRA,227346000,4
FRA,227360000,4
FRA,227376000,4
FRA,227380000,4
FRA,227382000,4
FRA,227393000,4
FRA,227401720,4
FRA,227436000,4
FRA,227437000,4
FRA,227468000,4
FRA,227469000,4
FRA,227474000,4
FRA,227489000,4
FRA,227511000,4
FRA,227558000,4
FRA,227574000,4
FRA,227599000,4
FRA,227822000,4
FRA,227832880,4
FRA,227883000,4
FRA,227909000,4
FRA,227917000,4
FRA,227931000,4
FRA,227957000,4
FRA,227978000,4
FRA,228004600,4
FRA,228004700,4
FRA,228015700,4
FRA,228020900,4
FRA,228039800,4
FRA,228070700,4
FRA,228078700,4
FRA,228093800,4
FRA,228134700,4
FRA,228157000,4
FRA,228174600,4
FRA,228190600,4
FRA,228195800,4
FRA,228224000,4
FRA,228231600,4
FRA,228259600,4
FRA,228264600,4
FRA,228267900,4
FRA,228285000,4
FRA,228293900,4
FRA,228299900,4
FRA,228349800,4
FRA,228843000,4
FRA,228931000,4
FRA,540004000,4
FRA,635218000,4
FRA,660005800,4
FRO,231020000,4
FRO,231118000,4
FRO,231140000,4
FRO,231150000,4
FRO,231156000,4
FRO,231160000,4
FRO,231180000,4
FSM,510035000,4
FSM,510054000,4
GBR,232006030,4
GBR,232006270,4
GBR,232006506,4
GBR,232008020,4
GBR,232012960,4
GBR,232106000,4
GBR,235000480,4
GBR,235000820,4
GBR,235001148,4
GBR,235001670,4
GBR,235003080,4
GBR,235004110,4
GBR,235005740,4
GBR,235005770,4
GBR,235006480,4
GBR,235006880,4
GBR,235021304,4
GBR,235025319,4
GBR,235051173,4
GBR,235078558,4
GBR,235097013,4
GHA,627691000,4
GHA,627694000,4
GHA,627720000,4
GHA,627795000,4
GHA,627850000,4
GHA,627880000,4
GHA,627949000,4
GHA,627994000,4
GNB,630123005,4
GNB,630123060,4
GTM,735059089,4
IRL,228067700,4
IRL,250000428,4
IRL,250001676,4
IRL,250005223,4
IRL,250104700,4
IRL,250186000,4
IRL,250369000,4
IRL,250370000,4
IRL,250512000,4
IRL,250513000,4
ISL,251045000,4
ISL,251057000,4
ISL,251062110,4
ISL,251102000,4
ISL,251125000,4
ISL,251131000,4
ISL,251177110,4
ISL,251239000,4
ISL,251250110,4
ISL,251309000,4
ISL,251414000,4
ISL,251427000,4
ISL,251433000,4
ISL,251526000,4
ISL,251841270,4
ISL,251852340,4
ISL,273450930,4
ITA,247081890,4
ITA,247110250,4
ITA,247120130,4
ITA,247120340,4
ITA,247120440,4
ITA,247120850,4
ITA,247121730,4
ITA,247122210,4
ITA,247123150,4
ITA,247123250,4
ITA,247125050,4
ITA,247125250,4
ITA,247140040,4
ITA,247140740,4
ITA,247141200,4
ITA,247142160,4
ITA,247142170,4
ITA,247142780,4
ITA,247142860,4
ITA,247142940,4
ITA,247144650,4
ITA,247144880,4
ITA,247145250,4
ITA,247145550,4
ITA,247146120,4
ITA,247146630,4
ITA,247146750,4
ITA,247146890,4
ITA,247147010,4
ITA,247147510,4
ITA,247149640,4
ITA,247150040,4
ITA,247152010,4
ITA,247153450,4
ITA,247155040,4
ITA,247155180,4
ITA,247158700,4
ITA,247281290,4
ITA,247300910,4
ITA,247301700,4
ITA,247302720,4
ITA,247305860,4
JPN,431000343,4
JPN,431053000,4
JPN,431070000,4
JPN,431100610,4
JPN,431116000,4
JPN,431200060,4
JPN,431200650,4
JPN,431200702,4
JPN,431253000,4
JPN,431301296,4
JPN,431316000,4
JPN,431395000,4
JPN,431500430,4
JPN,431500637,4
JPN,431500720,4
JPN,431501170,4
JPN,431503000,4
JPN,431511000,4
JPN,431600140,4
JPN,431601317,4
JPN,431602620,4
JPN,431602710,4
JPN,431602750,4
JPN,431644000,4
JPN,431671000,4
JPN,431680000,4
JPN,431680154,4
JPN,431680230,4
JPN,431680280,4
JPN,431680310,4
JPN,431680630,4
JPN,431680680,4
JPN,431686000,4
JPN,431700550,4
JPN,431700560,4
JPN,431700970,4
JPN,431702230,4
JPN,431704070,4
JPN,431768000,4
JPN,431838000,4
JPN,431866000,4
JPN,431873000,4
JPN,431924000,4
JPN,431927000,4
JPN,432282000,4
JPN,432353000,4
JPN,432458000,4
JPN,432621000,4
JPN,432878000,4
JPN,432881000,4
JPN,432894000,4
JPN,432914000,4
JPN,432918000,4
JPN,432991000,4
KIR,529223000,4
KIR,529729000,4
KOR,440076000,4
KOR,440089000,4
KOR,440108000,4
KOR,440154000,4
KOR,440201000,4
KOR,440236000,4
KOR,440239000,4
KOR,440282000,4
KOR,440328000,4
KOR,440502000,4
KOR,440528000,4
KOR,440584000,4
KOR,440623000,4
KOR,440628000,4
KOR,440641000,4
KOR,440647000,4
KOR,440683000,4
KOR,440703000,4
KOR,440731000,4
KOR,440781000,4
KOR,440787000,4
KOR,440792000,4
KOR,440794000,4
KOR,440801000,4
KOR,440899000,4
KOR,440934000,4
KOR,440954000,4
KOR,440963000,4
KOR,440995000,4
KOR,441007000,4
KOR,441051000,4
KOR,441074000,4
KOR,441201562,4
KOR,441242000,4
KOR,441298000,4
KOR,441330000,4
KOR,441360000,4
KOR,441413000,4
KOR,441495000,4
KOR,441559000,4
KOR,441650000,4
KOR,441660000,4
KOR,441713000,4
KOR,441766000,4
KOR,441767000,4
KOR,441868000,4
KOR,441869000,4
KOR,441879000,4
LKA,417000136,4
LKA,417000193,4
LKA,417000201,4
LKA,417000230,4
LKA,417000266,4
LKA,417000300,4
LKA,417000321,4
LKA,417000344,4
LKA,417000448,4
LKA,417000452,4
LKA,417000516,4
LKA,417000594,4
LKA,417000642,4
LKA,417000680,4
LKA,417000694,4
LKA,417000760,4
LKA,417000771,4
LKA,417000785,4
LKA,417000790,4
LKA,417000822,4
LKA,417001033,4
LKA,417001120,4
LKA,417001318,4
LKA,417001534,4
LKA,417341252,4
LKA,417343865,4
LKA,417983183,4
LTU,277214000,4
LTU,277217000,4
LTU,277524000,4
LTU,277544000,4
LTU,277553000,4
LVA,275136000,4
LVA,275143000,4
LVA,275191000,4
LVA,275200000,4
LVA,275414000,4
LVA,275454000,4
MEX,123450100,4
MEX,345040700,4
MEX,345080011,4
MEX,345080022,4
MEX,345080028,4
MEX,345080029,4
MEX,345080035,4
MEX,345080500,4
MEX,345080700,4
MEX,345140016,4
MEX,345140500,4
MLT,215000330,4
MLT,229000154,4
MLT,248000728,4
MLT,248086000,4
MLT,249000250,4
MLT,249000860,4
MLT,249000934,4
MLT,256000513,4
MUS,645374000,4
MYS,533000003,4
MYS,533333005,4
MYS,533333007,4
NLD,211270480,4
NLD,244075000,4
NLD,244140042,4
NLD,244150372,4
NLD,244150948,4
NLD,244179000,4
NLD,244197000,4
NLD,244205000,4
NLD,244221000,4
NLD,244245000,4
NLD,244299000,4
NLD,244377000,4
NLD,244507000,4
NLD,244668000,4
NLD,244672000,4
NLD,244775000,4
NLD,244959000,4
NLD,245053000,4
NLD,245106000,4
NLD,245159000,4
NLD,245253000,4
NLD,245265000,4
NLD,245273000,4
NLD,245316000,4
NLD,245331000,4
NLD,245348000,4
NLD,245364000,4
NLD,245370000,4
NLD,245415000,4
NLD,245441000,4
NLD,245612000,4
NLD,245655000,4
NLD,245703000,4
NLD,245731000,4
NLD,245794000,4
NLD,245813000,4
NLD,245922000,4
NLD,245928000,4
NLD,245933000,4
NLD,246009000,4
NLD,246057000,4
NLD,246068000,4
NLD,246155000,4
NLD,246161000,4
NLD,246273000,4
NLD,246299000,4
NLD,246327000,4
NLD,246489000,4
NLD,246784000,4
NLD,246833000,4
NOR,257026770,4
NOR,257089000,4
NOR,257104000,4
NOR,257116000,4
NOR,257153500,4
NOR,257219000,4
NOR,257247000,4
NOR,257250000,4
NOR,257312740,4
NOR,257480500,4
NOR,257541600,4
NOR,257560600,4
NOR,257594600,4
NOR,257654500,4
NOR,257656000,4
NOR,257806000,4
NOR,257887600,4
NOR,257927000,4
NOR,257963000,4
NOR,258205000,4
NOR,258217000,4
NOR,258247000,4
NOR,258262000,4
NOR,258303000,4
NOR,258351000,4
NOR,258410000,4
NOR,258483000,4
NOR,258590000,4
NOR,258778000,4
NOR,258943000,4
NOR,258984000,4
NOR,259106000,4
NOR,259282000,4
NOR,259309000,4
NOR,259428000,4
NOR,259434000,4
NOR,259465000,4
NOR,259489000,4
NOR,259558000,4
NOR,259565000,4
NOR,259616000,4
NOR,259641000,4
NOR,259666000,4
NOR,259707000,4
NOR,259963000,4
NOR,259995000,4
NRU,544101120,4
PAN,353770000,4
PAN,356737000,4
PAN,371216000,4
PAN,371696000,4
PER,760000001,4
PHL,548044500,4
PHL,548057500,4
PHL,548687200,4
PHL,548905000,4
POL,261001540,4
POL,261001660,4
POL,261001880,4
POL,261002160,4
POL,261002370,4
POL,261002520,4
POL,261002530,4
POL,261002730,4
POL,261002910,4
POL,261003060,4
POL,261003220,4
POL,261003230,4
POL,261003280,4
POL,261003530,4
POL,261003620,4
POL,261003710,4
POL,261003910,4
POL,261003990,4
POL,261004060,4
POL,261004260,4
POL,261004620,4
POL,261004830,4
POL,261005240,4
POL,261005970,4
POL,261006090,4
POL,261006110,4
POL,261006780,4
POL,261007170,4
POL,261007820,4
POL,261008900,4
POL,261010640,4
POL,261010820,4
POL,261010850,4
POL,261011040,4
POL,261011050,4
POL,261012090,4
POL,261012670,4
POL,261013470,4
POL,261015270,4
POL,261018440,4
POL,261018880,4
POL,261020690,4
POL,261020840,4
POL,261021120,4
POL,261023870,4
POL,261024680,4
POL,261032520,4
POL,261084090,4
POL,261275000,4
PRT,204268000,4
PRT,255401690,4
PRT,263533000,4
PRT,263581000,4
REU,660000400,4
REU,660000700,4
REU,660001000,4
REU,660001500,4
REU,660005600,4
REU,660006100,4
RUS,273219300,4
RUS,273243200,4
RUS,273246800,4
RUS,273248400,4
RUS,273294400,4
RUS,273296700,4
RUS,273297100,4
RUS,273310630,4
RUS,273313560,4
RUS,273319360,4
RUS,273319630,4
RUS,273323130,4
RUS,273326830,4
RUS,273336280,4
RUS,273338530,4
RUS,273341320,4
RUS,273351040,4
RUS,273359270,4
RUS,273380310,4
RUS,273392860,4
RUS,273396110,4
RUS,273398890,4
RUS,273411800,4
RUS,273418680,4
RUS,273422540,4
RUS,273423060,4
RUS,273424080,4
RUS,273425330,4
RUS,273431440,4
RUS,273442400,4
RUS,273444610,4
RUS,273448240,4
RUS,273450760,4
RUS,273516600,4
RUS,273565500,4
RUS,273814310,4
RUS,273825000,4
RUS,273840710,4
RUS,273842800,4
RUS,273848010,4
RUS,273848600,4
RUS,273849910,4
RUS,273893000,4
RUS,273898800,4
RUS,273899000,4
RUS,416004564,4
SEN,663000123,4
SLB,557005700,4
SVK,267300014,4
SWE,265457000,4
SWE,265765000,4
SWE,266066000,4
SWE,266099000,4
SWE,266134000,4
SWE,266332000,4
SYC,664063000,4
SYC,664074000,4
SYC,664094000,4
SYC,664139000,4
SYC,664158000,4
SYC,664513000,4
SYC,664540000,4
SYC,664542000,4
TCA,364142000,4
TUN,672508000,4
TUN,672509000,4
TUN,672525000,4
TUN,672545000,4
TUN,672550000,4
TUR,271002463,4
TUR,271056046,4
TUR,271062043,4
TWN,416000146,4
TWN,416000211,4
TWN,416000229,4
TWN,416000236,4
TWN,416000257,4
TWN,416000299,4
TWN,416000301,4
TWN,416000303,4
TWN,416000412,4
TWN,416000415,4
TWN,416000461,4
TWN,416000476,4
TWN,416000514,4
TWN,416000643,4
TWN,416000833,4
TWN,416000947,4
TWN,416001008,4
TWN,416001249,4
TWN,416001255,4
TWN,416001414,4
TWN,416001491,4
TWN,416001619,4
TWN,416001665,4
TWN,416001733,4
TWN,416001799,4
TWN,416001833,4
TWN,416002092,4
TWN,416002151,4
TWN,416002173,4
TWN,416002269,4
TWN,416002281,4
TWN,416002298,4
TWN,416002452,4
TWN,416002467,4
TWN,416002481,4
TWN,416002499,4
TWN,416002526,4
TWN,416002536,4
TWN,416002581,4
TWN,416002596,4
TWN,416002603,4
TWN,416002604,4
TWN,416002605,4
TWN,416002646,4
TWN,416002724,4
TWN,416002794,4
TWN,416002813,4
TWN,416002826,4
TWN,416002896,4
TWN,416002900,4
TWN,416002926,4
TWN,416002944,4
TWN,416002946,4
TWN,416002995,4
TWN,416003015,4
TWN,416003484,4
TWN,416003709,4
TWN,416003822,4
TWN,416004084,4
TWN,416004186,4
TWN,416004203,4
TWN,416004236,4
TWN,416004244,4
TWN,416004248,4
TWN,416004256,4
TWN,416004279,4
TWN,416004372,4
TWN,416004409,4
TWN,416004421,4
TWN,416004473,4
TWN,416004522,4
TWN,416004545,4
TWN,416004565,4
TWN,416004747,4
TWN,416004831,4
TWN,416004838,4
TWN,416004842,4
TWN,416004865,4
TWN,416004879,4
TWN,416004881,4
TWN,416004892,4
TWN,416004937,4
TWN,416004968,4
TWN,416004981,4
TWN,416005006,4
TWN,416005097,4
TWN,416005206,4
TWN,416005261,4
TWN,416005262,4
TWN,416005374,4
TWN,416005500,4
TWN,416015700,4
TWN,416029800,4
TWN,416031804,4
TWN,416036700,4
TWN,416037900,4
TWN,416044600,4
TWN,416053500,4
TWN,416054500,4
TWN,416058700,4
TWN,416060900,4
TWN,416062800,4
TWN,416070900,4
TWN,416075900,4
TWN,416076700,4
TWN,416081600,4
TWN,416085700,4
TWN,416089800,4
TWN,416094500,4
TWN,416101800,4
TWN,416103900,4
TWN,416127800,4
TWN,416129600,4
TWN,416132600,4
TWN,416137700,4
TWN,416153500,4
TWN,416166700,4
TWN,416167600,4
TWN,416174600,4
TWN,416175500,4
TWN,416180600,4
TWN,416195900,4
TWN,416198500,4
TWN,416201700,4
TWN,416213700,4
TWN,416213800,4
TWN,416214600,4
TWN,416218600,4
TWN,416221500,4
TWN,416221800,4
TWN,416227800,4
TWN,416228700,4
TWN,416229700,4
TWN,416229800,4
TWN,416230600,4
TWN,416230800,4
TWN,416231900,4
TWN,416234800,4
TWN,416235500,4
TWN,416235800,4
TWN,416236500,4
TWN,416239800,4
TWN,416242600,4
TWN,416245500,4
TWN,416245900,4
TWN,416246700,4
TWN,416248900,4
TWN,416249600,4
TWN,416250500,4
TWN,416251800,4
TWN,416251900,4
TWN,416252700,4
TWN,416252900,4
TWN,416313000,4
TWN,416350000,4
TWN,416358000,4
TWN,416368000,4
TWN,416427331,4
TWN,416510000,4
TWN,416528000,4
TWN,416565000,4
TWN,416605000,4
TWN,416613000,4
TWN,416618000,4
TWN,416635000,4
TWN,416689000,4
TWN,416701000,4
TWN,416705000,4
TWN,416745000,4
TWN,416773000,4
TWN,416775000,4
TWN,416826000,4
TWN,416841000,4
TWN,416863000,4
TWN,416889000,4
TZA,664060000,4
URY,770565353,4
URY,770576439,4
USA,366456789,4
USA,367466760,4
USA,367500860,4
USA,367780770,4
USA,368272000,4
USA,369174000,4
VCT,273555500,4
VCT,377907277,4
VEN,122408213,4
VEN,775002282,4
VEN,775005037,4
VEN,775610060,4
VEN,775624000,4
VEN,775993100,4
VUT,576237000,4
VUT,576383000,4
VUT,576638000,4
VUT,576664000,4
VUT,576695000,4
VUT,576754000,4
VUT,576847000,4
VUT,576890000,4
VUT,577100000,4
AGO,603100137,3
AGO,603100165,3
AGO,603100178,3
AGO,603100179,3
ALB,201100198,3
ALB,201601321,3
ALB,201801601,3
ARG,701000562,3
ARG,701000570,3
ARG,701000587,3
ARG,701000628,3
ARG,701000675,3
ARG,701000680,3
ARG,701000684,3
ARG,701000717,3
ARG,701000732,3
ARG,701000735,3
ARG,701000768,3
ARG,701000818,3
ARG,701000959,3
ARG,701006043,3
ARG,701006132,3
ARG,701006144,3
ARG,701006168,3
ARG,701006445,3
ARG,701006568,3
ARG,701006609,3
ARG,701006614,3
ARG,701031000,3
ARG,701042000,3
ARG,701045000,3
AUS,503049460,3
BEL,205017000,3
BEL,205059100,3
BEL,205149000,3
BEL,205155000,3
BEL,205170000,3
BEL,205227000,3
BEL,205239000,3
BEL,205272000,3
BEL,205273000,3
BEL,205281000,3
BEL,205290000,3
BEL,205296000,3
BEL,205307000,3
BEL,205308000,3
BEL,205315000,3
BEL,205323000,3
BEL,205325000,3
BEL,205715000,3
BEL,205718000,3
BES,306120000,3
BES,306121000,3
BHR,408906526,3
BLZ,312344000,3
BLZ,312867000,3
BRA,710017040,3
CAN,316001738,3
CAN,316002590,3
CAN,316002911,3
CAN,316003514,3
CAN,316004410,3
CAN,316004790,3
CAN,316005077,3
CAN,316006180,3
CAN,316010000,3
CAN,316012480,3
CAN,316013290,3
CAN,316021004,3
CAN,316033853,3
CAN,316035246,3
CHL,725000990,3
CHN,5611,3
CHN,9021138,3
CHN,100700776,3
CHN,100900045,3
CHN,100901212,3
CHN,108667431,3
CHN,140000007,3
CHN,140700139,3
CHN,150000040,3
CHN,200000174,3
CHN,200000386,3
CHN,200004013,3
CHN,200013683,3
CHN,200014514,3
CHN,200019247,3
CHN,200019299,3
CHN,200019985,3
CHN,200022634,3
CHN,370345686,3
CHN,400004526,3
CHN,412000102,3
CHN,412002142,3
CHN,412002993,3
CHN,412006255,3
CHN,412055888,3
CHN,412055889,3
CHN,412056528,3
CHN,412059998,3
CHN,412069200,3
CHN,412075080,3
CHN,412111566,3
CHN,412170428,3
CHN,412200078,3
CHN,412200335,3
CHN,412200626,3
CHN,412201212,3
CHN,412202205,3
CHN,412205039,3
CHN,412205042,3
CHN,412205672,3
CHN,412205712,3
CHN,412206009,3
CHN,412207023,3
CHN,412209146,3
CHN,412209206,3
CHN,412209234,3
CHN,412210439,3
CHN,412210445,3
CHN,412210612,3
CHN,412210615,3
CHN,412210796,3
CHN,412211116,3
CHN,412212074,3
CHN,412215419,3
CHN,412215536,3
CHN,412217502,3
CHN,412217993,3
CHN,412235676,3
CHN,412270059,3
CHN,412280935,3
CHN,412286787,3
CHN,412300376,3
CHN,412320013,3
CHN,412320091,3
CHN,412320143,3
CHN,412320144,3
CHN,412320181,3
CHN,412320186,3
CHN,412320191,3
CHN,412320192,3
CHN,412320405,3
CHN,412320615,3
CHN,412320616,3
CHN,412320728,3
CHN,412321221,3
CHN,412321237,3
CHN,412321339,3
CHN,412321627,3
CHN,412322167,3
CHN,412322168,3
CHN,412322183,3
CHN,412324168,3
CHN,412324735,3
CHN,412324736,3
CHN,412324954,3
CHN,412325228,3
CHN,412326035,3
CHN,412326854,3
CHN,412326857,3
CHN,412326859,3
CHN,412326861,3
CHN,412326862,3
CHN,412326879,3
CHN,412326884,3
CHN,412326889,3
CHN,412327735,3
CHN,412327763,3
CHN,412327764,3
CHN,412327773,3
CHN,412327774,3
CHN,412327775,3
CHN,412327776,3
CHN,412327821,3
CHN,412327826,3
CHN,412327923,3
CHN,412327931,3
CHN,412327932,3
CHN,412327941,3
CHN,412328287,3
CHN,412328296,3
CHN,412328369,3
CHN,412328409,3
CHN,412328458,3
CHN,412328742,3
CHN,412328765,3
CHN,412328899,3
CHN,412328901,3
CHN,412328999,3
CHN,412329134,3
CHN,412329135,3
CHN,412329144,3
CHN,412329162,3
CHN,412329253,3
CHN,412329345,3
CHN,412329346,3
CHN,412329402,3
CHN,412329418,3
CHN,412329685,3
CHN,412329691,3
CHN,412329692,3
CHN,412329699,3
CHN,412329898,3
CHN,412330545,3
CHN,412330931,3
CHN,412330955,3
CHN,412331026,3
CHN,412331057,3
CHN,412331069,3
CHN,412331072,3
CHN,412331104,3
CHN,412331123,3
CHN,412331178,3
CHN,412331262,3
CHN,412331265,3
CHN,412331436,3
CHN,412333273,3
CHN,412333274,3
CHN,412333738,3
CHN,412333739,3
CHN,412333751,3
CHN,412336129,3
CHN,412336131,3
CHN,412341647,3
CHN,412400106,3
CHN,412400154,3
CHN,412414348,3
CHN,412414373,3
CHN,412414542,3
CHN,412414765,3
CHN,412415063,3
CHN,412416074,3
CHN,412416152,3
CHN,412416209,3
CHN,412416243,3
CHN,412416517,3
CHN,412416631,3
CHN,412416664,3
CHN,412416806,3
CHN,412416967,3
CHN,412417142,3
CHN,412417154,3
CHN,412417539,3
CHN,412417561,3
CHN,412417944,3
CHN,412417989,3
CHN,412418044,3
CHN,412418071,3
CHN,412418407,3
CHN,412418476,3
CHN,412418694,3
CHN,412418757,3
CHN,412418951,3
CHN,412418978,3
CHN,412419156,3
CHN,412419159,3
CHN,412419926,3
CHN,412420001,3
CHN,412420013,3
CHN,412420221,3
CHN,412420237,3
CHN,412420312,3
CHN,412420313,3
CHN,412420315,3
CHN,412420375,3
CHN,412420376,3
CHN,412420382,3
CHN,412420383,3
CHN,412420384,3
CHN,412420417,3
CHN,412420434,3
CHN,412420435,3
CHN,412420464,3
CHN,412420466,3
CHN,412420471,3
CHN,412420532,3
CHN,412420539,3
CHN,412420578,3
CHN,412420581,3
CHN,412420623,3
CHN,412420648,3
CHN,412420649,3
CHN,412420651,3
CHN,412420688,3
CHN,412420801,3
CHN,412420809,3
CHN,412420822,3
CHN,412420892,3
CHN,412420953,3
CHN,412421005,3
CHN,412421008,3
CHN,412421009,3
CHN,412421011,3
CHN,412421022,3
CHN,412421024,3
CHN,412421034,3
CHN,412421041,3
CHN,412421044,3
CHN,412421047,3
CHN,412421057,3
CHN,412421062,3
CHN,412421075,3
CHN,412421081,3
CHN,412421109,3
CHN,412421156,3
CHN,412421288,3
CHN,412421356,3
CHN,412421381,3
CHN,412422122,3
CHN,412422417,3
CHN,412422704,3
CHN,412422865,3
