,RegionName,Country,Category,Type,Constant 2018 USD,SSF_USD,Reported vs modeled estimates
334,Africa,Mozambique,Capacity-enhancing,Tax exemption,2391873.083,0,Reported
335,Africa,Mozambique,Capacity-enhancing,Fishing access,0,0,NA
336,Africa,Mozambique,Capacity-enhancing,Fuel subsidies,1179118.776,0,Reported
337,Africa,Mozambique,Ambiguous,Fisher assistance,8995.483238,7016.476926,Reported
338,Africa,Mozambique,Ambiguous,Vessel buyback,0,0,NA
339,Africa,Mozambique,Ambiguous,Rural fisher communities,610800.2552,610799.9309,Modeled
340,Africa,Namibia,Beneficial,Fisheries mangt.,12877659.34,0,Modeled
341,Africa,Namibia,Beneficial,Fishery R&D,3409343.886,0,Modeled
342,Africa,Namibia,Beneficial,MPAs,592958.2479,240.0591467,Modeled
343,Africa,Namibia,Capacity-enhancing,Boat constsruct. & renov.,0,0,NA
344,Africa,Namibia,Capacity-enhancing,Fisheries dev. projects,294376.1161,0,Modeled
345,Africa,Namibia,Capacity-enhancing,Fishing port develop.,0,0,NA
346,Africa,Namibia,Capacity-enhancing,Markt. & storage infrast.,45984143.96,0,Modeled
347,Africa,Namibia,Capacity-enhancing,Tax exemption,0,0,NA
348,Africa,Namibia,Capacity-enhancing,Fishing access,13027.17,0,Reported
349,Africa,Namibia,Capacity-enhancing,Fuel subsidies,4133740.475,0,Modeled
350,Africa,Namibia,Ambiguous,Fisher assistance,0,0,NA
351,Africa,Namibia,Ambiguous,Vessel buyback,0,0,NA
352,Africa,Namibia,Ambiguous,Rural fisher communities,0,0,NA
353,Africa,Nigeria,Beneficial,Fisheries mangt.,988712.0057,297814.997,Modeled
354,Africa,Nigeria,Beneficial,Fishery R&D,209850.7696,143026.3245,Modeled
355,Africa,Nigeria,Beneficial,MPAs,0,0,NA
356,Africa,Nigeria,Capacity-enhancing,Boat constsruct. & renov.,1465876.115,1465876.115,Modeled
357,Africa,Nigeria,Capacity-enhancing,Fisheries dev. projects,1924207.983,962103.3065,Modeled
358,Africa,Nigeria,Capacity-enhancing,Fishing port develop.,0,0,NA
359,Africa,Nigeria,Capacity-enhancing,Markt. & storage infrast.,21354888.93,21354888.93,Modeled
360,Africa,Nigeria,Capacity-enhancing,Tax exemption,11068824.04,7526800.347,Reported
361,Africa,Nigeria,Capacity-enhancing,Fishing access,1588003.99,0,Reported
362,Africa,Nigeria,Capacity-enhancing,Fuel subsidies,0,0,NA
363,Africa,Nigeria,Ambiguous,Fisher assistance,10766873.08,7321473.694,Reported
364,Africa,Nigeria,Ambiguous,Vessel buyback,0,0,NA
365,Africa,Nigeria,Ambiguous,Rural fisher communities,2691887.436,2691886.988,Modeled
366,Africa,Sao Tome Prn,Beneficial,Fisheries mangt.,2612212.652,0,Modeled
367,Africa,Sao Tome Prn,Beneficial,Fishery R&D,0,0,NA
368,Africa,Sao Tome Prn,Beneficial,MPAs,0,0,NA
369,Africa,Sao Tome Prn,Capacity-enhancing,Boat constsruct. & renov.,0,0,NA
370,Africa,Sao Tome Prn,Capacity-enhancing,Fisheries dev. projects,834621.543,834621.543,Modeled
371,Africa,Sao Tome Prn,Capacity-enhancing,Fishing port develop.,0,0,NA
372,Africa,Sao Tome Prn,Capacity-enhancing,Markt. & storage infrast.,546415.4411,310658.1932,Modeled
373,Africa,Sao Tome Prn,Capacity-enhancing,Tax exemption,0,0,NA
374,Africa,Sao Tome Prn,Capacity-enhancing,Fishing access,48719.93,0,Reported
375,Africa,Sao Tome Prn,Capacity-enhancing,Fuel subsidies,0,0,NA
376,Africa,Sao Tome Prn,Ambiguous,Fisher assistance,0,0,NA
377,Africa,Sao Tome Prn,Ambiguous,Vessel buyback,0,0,NA
378,Africa,Sao Tome Prn,Ambiguous,Rural fisher communities,63200.54775,63200.54301,Modeled
379,Africa,Senegal,Beneficial,Fisheries mangt.,18361362.53,9812640.622,Modeled
380,Africa,Senegal,Beneficial,Fishery R&D,4298318.584,2149158.798,Modeled
381,Africa,Senegal,Beneficial,MPAs,2354040.162,1038130.085,Modeled
382,Africa,Senegal,Capacity-enhancing,Boat constsruct. & renov.,7321817.66,7321817.66,Reported
383,Africa,Senegal,Capacity-enhancing,Fisheries dev. projects,111374838,55687433.81,Modeled
384,Africa,Senegal,Capacity-enhancing,Fishing port develop.,22286705.89,858965,Reported
385,Africa,Senegal,Capacity-enhancing,Markt. & storage infrast.,28967662.49,0,Modeled
386,Africa,Senegal,Capacity-enhancing,Tax exemption,18549082.05,13143063.19,Modeled
387,Africa,Senegal,Capacity-enhancing,Fishing access,44711296.53,0,Reported
388,Africa,Senegal,Capacity-enhancing,Fuel subsidies,17042252.59,17042252.59,Reported
389,Africa,Senegal,Ambiguous,Fisher assistance,18043074.08,12780312.32,Modeled
390,Africa,Senegal,Ambiguous,Vessel buyback,0,0,NA
391,Africa,Senegal,Ambiguous,Rural fisher communities,2211393.194,2211393.194,Modeled
392,Africa,Seychelles,Beneficial,Fisheries mangt.,17776804.84,1914822.984,Modeled
393,Africa,Seychelles,Beneficial,Fishery R&D,420538.2963,46259.41655,Modeled
394,Africa,Seychelles,Beneficial,MPAs,1909233.515,210016.5573,Modeled
395,Africa,Seychelles,Capacity-enhancing,Boat constsruct. & renov.,0,0,NA
396,Africa,Seychelles,Capacity-enhancing,Fisheries dev. projects,21325370.58,0,Modeled
397,Africa,Seychelles,Capacity-enhancing,Fishing port develop.,0,0,NA
398,Africa,Seychelles,Capacity-enhancing,Markt. & storage infrast.,7976323.233,114662.5316,Modeled
399,Africa,Seychelles,Capacity-enhancing,Tax exemption,0,0,NA
400,Africa,Seychelles,Capacity-enhancing,Fishing access,363635.69,0,Reported
401,Africa,Seychelles,Capacity-enhancing,Fuel subsidies,499972.9771,0,Modeled
402,Africa,Seychelles,Ambiguous,Fisher assistance,0,0,NA
403,Africa,Seychelles,Ambiguous,Vessel buyback,0,0,NA
404,Africa,Seychelles,Ambiguous,Rural fisher communities,162997.5337,162997.5337,Modeled
405,Africa,Sierra Leone,Beneficial,Fisheries mangt.,5072647.218,4707115.284,Modeled
406,Africa,Sierra Leone,Beneficial,Fishery R&D,0,0,NA
407,Africa,Sierra Leone,Beneficial,MPAs,0,0,NA
408,Africa,Sierra Leone,Capacity-enhancing,Boat constsruct. & renov.,243918.504,243918.504,Modeled
409,Africa,Sierra Leone,Capacity-enhancing,Fisheries dev. projects,341475.072,112686.7847,Modeled
410,Africa,Sierra Leone,Capacity-enhancing,Fishing port develop.,0,0,NA
411,Africa,Sierra Leone,Capacity-enhancing,Markt. & storage infrast.,297924,297924,Modeled
412,Africa,Sierra Leone,Capacity-enhancing,Tax exemption,3512030.886,3512030.886,Modeled
413,Africa,Sierra Leone,Capacity-enhancing,Fishing access,4326075.17,0,Reported
414,Africa,Sierra Leone,Capacity-enhancing,Fuel subsidies,0,0,NA
415,Africa,Sierra Leone,Ambiguous,Fisher assistance,16151.09768,11440.18318,Modeled
416,Africa,Sierra Leone,Ambiguous,Vessel buyback,0,0,NA
417,Africa,Sierra Leone,Ambiguous,Rural fisher communities,54154.458,54154.458,Reported
418,Africa,Somalia,Beneficial,Fisheries mangt.,2260639.781,843410.9646,Modeled
419,Africa,Somalia,Beneficial,Fishery R&D,0,0,NA
420,Africa,Somalia,Beneficial,MPAs,0,0,NA
421,Africa,Somalia,Capacity-enhancing,Boat constsruct. & renov.,0,0,NA
422,Africa,Somalia,Capacity-enhancing,Fisheries dev. projects,399649.0802,0,Modeled
423,Africa,Somalia,Capacity-enhancing,Fishing port develop.,0,0,NA
424,Africa,Somalia,Capacity-enhancing,Markt. & storage infrast.,0,0,NA
425,Africa,Somalia,Capacity-enhancing,Tax exemption,0,0,NA
426,Africa,Somalia,Capacity-enhancing,Fishing access,24478.04,0,Reported
427,Africa,Somalia,Capacity-enhancing,Fuel subsidies,0,0,NA
428,Africa,Somalia,Ambiguous,Fisher assistance,513127.1214,389463.4851,Reported
429,Africa,Somalia,Ambiguous,Vessel buyback,0,0,NA
430,Africa,Somalia,Ambiguous,Rural fisher communities,919360.8355,919360.8355,Modeled
431,Africa,South Africa,Beneficial,Fisheries mangt.,35118651.21,2859844.411,Modeled
432,Africa,South Africa,Beneficial,Fishery R&D,5411588.362,440686.2422,Modeled
433,Africa,South Africa,Beneficial,MPAs,5841031.834,475657.278,Modeled
434,Africa,South Africa,Capacity-enhancing,Boat constsruct. & renov.,0,0,NA
435,Africa,South Africa,Capacity-enhancing,Fisheries dev. projects,40618409.95,3307738.158,Modeled
436,Africa,South Africa,Capacity-enhancing,Fishing port develop.,41743.10668,0,Reported
437,Africa,South Africa,Capacity-enhancing,Markt. & storage infrast.,3579321.243,3579321.243,Reported
438,Africa,South Africa,Capacity-enhancing,Tax exemption,0,0,NA
439,Africa,South Africa,Capacity-enhancing,Fishing access,623506.25,0,Reported
440,Africa,South Africa,Capacity-enhancing,Fuel subsidies,25388558.57,0,Reported
441,Africa,South Africa,Ambiguous,Fisher assistance,0,0,NA
442,Africa,South Africa,Ambiguous,Vessel buyback,0,0,NA
443,Africa,South Africa,Ambiguous,Rural fisher communities,0,0,NA
444,Africa,Sudan,Beneficial,Fisheries mangt.,808084.1248,808084.1248,Modeled
445,Africa,Sudan,Beneficial,Fishery R&D,29087.38393,3618.409477,Modeled
446,Africa,Sudan,Beneficial,MPAs,543131.3445,296387.7442,Modeled
447,Africa,Sudan,Capacity-enhancing,Boat constsruct. & renov.,0,0,NA
448,Africa,Sudan,Capacity-enhancing,Fisheries dev. projects,321225.8136,48317.6613,Modeled
449,Africa,Sudan,Capacity-enhancing,Fishing port develop.,0,0,NA
450,Africa,Sudan,Capacity-enhancing,Markt. & storage infrast.,815311.9301,0,Modeled
451,Africa,Sudan,Capacity-enhancing,Tax exemption,96054.00835,0,Modeled
452,Africa,Sudan,Capacity-enhancing,Fishing access,171150.29,0,Reported
453,Africa,Sudan,Capacity-enhancing,Fuel subsidies,0,0,NA
454,Africa,Sudan,Ambiguous,Fisher assistance,0,0,NA
455,Africa,Sudan,Ambiguous,Vessel buyback,0,0,NA
456,Africa,Sudan,Ambiguous,Rural fisher communities,14964.83836,14964.8379,Modeled
457,Africa,Tanzania,Beneficial,Fisheries mangt.,91663.57466,53855.60901,Modeled
458,Africa,Tanzania,Beneficial,Fishery R&D,1241042.428,1191400.731,Modeled
459,Africa,Tanzania,Beneficial,MPAs,3552888.17,3410772.643,Modeled
460,Africa,Tanzania,Capacity-enhancing,Boat constsruct. & renov.,0,0,NA
461,Africa,Tanzania,Capacity-enhancing,Fisheries dev. projects,84646.25771,29803.33205,Modeled
462,Africa,Tanzania,Capacity-enhancing,Fishing port develop.,0,0,NA
463,Africa,Tanzania,Capacity-enhancing,Markt. & storage infrast.,645154.7056,70142.25605,Modeled
464,Africa,Tanzania,Capacity-enhancing,Tax exemption,2588344.587,0,Reported
465,Africa,Tanzania,Capacity-enhancing,Fishing access,123530.44,0,Reported
466,Africa,Tanzania,Capacity-enhancing,Fuel subsidies,0,0,NA
467,Africa,Tanzania,Ambiguous,Fisher assistance,0,0,NA
468,Africa,Tanzania,Ambiguous,Vessel buyback,0,0,NA
469,Africa,Tanzania,Ambiguous,Rural fisher communities,0,0,NA
470,Africa,Togo,Beneficial,Fisheries mangt.,4082945.453,1383571.411,Modeled
471,Africa,Togo,Beneficial,Fishery R&D,0,0,NA
472,Africa,Togo,Beneficial,MPAs,0,0,NA
473,Africa,Togo,Capacity-enhancing,Boat constsruct. & renov.,0,0,NA
474,Africa,Togo,Capacity-enhancing,Fisheries dev. projects,1286920.477,1286920.477,Modeled
475,Africa,Togo,Capacity-enhancing,Fishing port develop.,0,0,NA
476,Africa,Togo,Capacity-enhancing,Markt. & storage infrast.,0,0,NA
477,Africa,Togo,Capacity-enhancing,Tax exemption,214332.0156,214332.0156,Modeled
478,Africa,Togo,Capacity-enhancing,Fishing access,160528.82,0,Reported
479,Africa,Togo,Capacity-enhancing,Fuel subsidies,120090.904,120090.904,Modeled
480,Africa,Togo,Ambiguous,Fisher assistance,0,0,NA
481,Africa,Togo,Ambiguous,Vessel buyback,0,0,NA
482,Africa,Togo,Ambiguous,Rural fisher communities,143890.5679,143890.5679,Modeled
483,Africa,Tunisia,Beneficial,Fisheries mangt.,276802.9333,110721.1733,Reported
484,Africa,Tunisia,Beneficial,Fishery R&D,0,0,NA
485,Africa,Tunisia,Beneficial,MPAs,1361672.086,356898.9406,Modeled
486,Africa,Tunisia,Capacity-enhancing,Boat constsruct. & renov.,0,0,NA
487,Africa,Tunisia,Capacity-enhancing,Fisheries dev. projects,7624710.37,994895.9229,Reported
488,Africa,Tunisia,Capacity-enhancing,Fishing port develop.,0,0,Reported
489,Africa,Tunisia,Capacity-enhancing,Markt. & storage infrast.,5791208.797,0,Modeled
490,Africa,Tunisia,Capacity-enhancing,Tax exemption,8975810.675,0,Modeled
491,Africa,Tunisia,Capacity-enhancing,Fishing access,184753.04,0,Reported
492,Africa,Tunisia,Capacity-enhancing,Fuel subsidies,64122572.56,4103844.643,Modeled
493,Africa,Tunisia,Ambiguous,Fisher assistance,0,0,NA
494,Africa,Tunisia,Ambiguous,Vessel buyback,0,0,NA
495,Africa,Tunisia,Ambiguous,Rural fisher communities,0,0,NA
496,Asia,Bahrain,Beneficial,Fisheries mangt.,10990054.9,2754526.835,Modeled
497,Asia,Bahrain,Beneficial,Fishery R&D,2575002.432,527167.3963,Modeled
498,Asia,Bahrain,Beneficial,MPAs,0,0,NA
499,Asia,Bahrain,Capacity-enhancing,Boat constsruct. & renov.,1653254.107,0,Modeled
500,Asia,Bahrain,Capacity-enhancing,Fisheries dev. projects,0,0,NA
501,Asia,Bahrain,Capacity-enhancing,Fishing port develop.,2848880.814,2293349.056,Modeled
502,Asia,Bahrain,Capacity-enhancing,Markt. & storage infrast.,0,0,NA
503,Asia,Bahrain,Capacity-enhancing,Tax exemption,5756514.089,5756514.089,Modeled
504,Asia,Bahrain,Capacity-enhancing,Fishing access,989996.01,0,Reported
505,Asia,Bahrain,Capacity-enhancing,Fuel subsidies,0,0,NA
506,Asia,Bahrain,Ambiguous,Fisher assistance,1106171.208,680985.5438,Modeled
507,Asia,Bahrain,Ambiguous,Vessel buyback,0,0,NA
508,Asia,Bahrain,Ambiguous,Rural fisher communities,0,0,NA
509,Asia,Bangladesh,Beneficial,Fisheries mangt.,9047546.933,7784285.898,Modeled
510,Asia,Bangladesh,Beneficial,Fishery R&D,7900501.951,0,Modeled
511,Asia,Bangladesh,Beneficial,MPAs,3718424.563,3051511.017,Modeled
512,Asia,Bangladesh,Capacity-enhancing,Boat constsruct. & renov.,3883144.511,0,Reported
513,Asia,Bangladesh,Capacity-enhancing,Fisheries dev. projects,45813224.54,40636330.17,Reported
514,Asia,Bangladesh,Capacity-enhancing,Fishing port develop.,0,0,NA
515,Asia,Bangladesh,Capacity-enhancing,Markt. & storage infrast.,6598368.872,0,Reported
516,Asia,Bangladesh,Capacity-enhancing,Tax exemption,0,0,NA
517,Asia,Bangladesh,Capacity-enhancing,Fishing access,0,0,NA
518,Asia,Bangladesh,Capacity-enhancing,Fuel subsidies,35088039.27,29729963.65,Modeled
519,Asia,Bangladesh,Ambiguous,Fisher assistance,47308800,47308800,Reported
520,Asia,Bangladesh,Ambiguous,Vessel buyback,0,0,NA
521,Asia,Bangladesh,Ambiguous,Rural fisher communities,2024552.428,2024552.417,Modeled
522,Asia,Brunei Darsm,Beneficial,Fisheries mangt.,2676994.35,44317.74114,Modeled
523,Asia,Brunei Darsm,Beneficial,Fishery R&D,627227.7092,454709.6598,Modeled
524,Asia,Brunei Darsm,Beneficial,MPAs,291888.1474,199464.0142,Modeled
525,Asia,Brunei Darsm,Capacity-enhancing,Boat constsruct. & renov.,331698.4963,282909.4889,Modeled
526,Asia,Brunei Darsm,Capacity-enhancing,Fisheries dev. projects,0,0,NA
527,Asia,Brunei Darsm,Capacity-enhancing,Fishing port develop.,0,0,NA
528,Asia,Brunei Darsm,Capacity-enhancing,Markt. & storage infrast.,745176.2492,745176.2492,Modeled
529,Asia,Brunei Darsm,Capacity-enhancing,Tax exemption,0,0,NA
530,Asia,Brunei Darsm,Capacity-enhancing,Fishing access,0,0,NA
531,Asia,Brunei Darsm,Capacity-enhancing,Fuel subsidies,0,0,NA
532,Asia,Brunei Darsm,Ambiguous,Fisher assistance,0,0,NA
533,Asia,Brunei Darsm,Ambiguous,Vessel buyback,0,0,NA
534,Asia,Brunei Darsm,Ambiguous,Rural fisher communities,0,0,NA
535,Asia,Cambodia,Beneficial,Fisheries mangt.,45397687.99,23183.20384,Modeled
536,Asia,Cambodia,Beneficial,Fishery R&D,3666218.162,81985.45536,Modeled
537,Asia,Cambodia,Beneficial,MPAs,831999.0866,17538.01742,Modeled
538,Asia,Cambodia,Capacity-enhancing,Boat constsruct. & renov.,0,0,NA
539,Asia,Cambodia,Capacity-enhancing,Fisheries dev. projects,9972837.86,3862216.664,Modeled
540,Asia,Cambodia,Capacity-enhancing,Fishing port develop.,0,0,NA
541,Asia,Cambodia,Capacity-enhancing,Markt. & storage infrast.,0,0,NA
542,Asia,Cambodia,Capacity-enhancing,Tax exemption,0,0,NA
543,Asia,Cambodia,Capacity-enhancing,Fishing access,1495908.19,0,Reported
544,Asia,Cambodia,Capacity-enhancing,Fuel subsidies,0,0,NA
545,Asia,Cambodia,Ambiguous,Fisher assistance,0,0,NA
546,Asia,Cambodia,Ambiguous,Vessel buyback,0,0,NA
547,Asia,Cambodia,Ambiguous,Rural fisher communities,1886191.015,955518.7909,Modeled
548,Asia,China,Beneficial,Fisheries mangt.,428865387,0,Reported
549,Asia,China,Beneficial,Fishery R&D,172033.4961,34800.46008,Modeled
550,Asia,China,Beneficial,MPAs,5454908.028,1940722.587,Modeled
551,Asia,China,Capacity-enhancing,Boat constsruct. & renov.,14581816.8,0,Reported
552,Asia,China,Capacity-enhancing,Fisheries dev. projects,5752133.196,714383.959,Modeled
553,Asia,China,Capacity-enhancing,Fisheries dev. projects,902580106.1,112095587.4,Modeled
554,Asia,China,Capacity-enhancing,Fishing port develop.,185153513.2,157380486.2,Reported
555,Asia,China,Capacity-enhancing,Markt. & storage infrast.,6194721.574,0,Reported
556,Asia,China,Capacity-enhancing,Tax exemption,1062517493,0,Modeled
557,Asia,China,Capacity-enhancing,Fishing access,275424947,0,Reported
558,Asia,China,Capacity-enhancing,Fuel subsidies,3433436331,0,Modeled
559,Asia,China,Ambiguous,Fisher assistance,54898339.52,0,Reported
560,Asia,China,Ambiguous,Vessel buyback,886222569,0,Reported
561,Asia,China,Ambiguous,Rural fisher communities,0,0,NA
562,Asia,Cyprus,Beneficial,Fisheries mangt.,633368.0092,118499.925,Modeled
563,Asia,Cyprus,Beneficial,Fishery R&D,148400.0015,22215.76273,Modeled
564,Asia,Cyprus,Beneficial,MPAs,1131549.547,438333.1922,Modeled
565,Asia,Cyprus,Capacity-enhancing,Boat constsruct. & renov.,84554.11951,0,Modeled
566,Asia,Cyprus,Capacity-enhancing,Fisheries dev. projects,0,0,NA
567,Asia,Cyprus,Capacity-enhancing,Fishing port develop.,0,0,NA
568,Asia,Cyprus,Capacity-enhancing,Markt. & storage infrast.,189954.8003,1062.235448,Modeled
569,Asia,Cyprus,Capacity-enhancing,Tax exemption,0,0,NA
570,Asia,Cyprus,Capacity-enhancing,Fishing access,25864944.17,0,Reported
571,Asia,Cyprus,Capacity-enhancing,Fuel subsidies,1336031.921,0,Modeled
572,Asia,Cyprus,Ambiguous,Fisher assistance,56574.08145,284.9161826,Modeled
573,Asia,Cyprus,Ambiguous,Vessel buyback,61614.16672,0,Modeled
574,Asia,Cyprus,Ambiguous,Rural fisher communities,0,0,NA
575,Asia,Hong Kong,Beneficial,Fisheries mangt.,1338136.823,118205.1752,Modeled
576,Asia,Hong Kong,Beneficial,Fishery R&D,0,0,NA
577,Asia,Hong Kong,Beneficial,MPAs,0,0,NA
578,Asia,Hong Kong,Capacity-enhancing,Boat constsruct. & renov.,0,0,NA
579,Asia,Hong Kong,Capacity-enhancing,Fisheries dev. projects,40962323.03,123601.566,Modeled
580,Asia,Hong Kong,Capacity-enhancing,Fishing port develop.,0,0,NA
581,Asia,Hong Kong,Capacity-enhancing,Markt. & storage infrast.,0,0,NA
582,Asia,Hong Kong,Capacity-enhancing,Tax exemption,0,0,NA
583,Asia,Hong Kong,Capacity-enhancing,Fishing access,71892110.84,0,Reported
584,Asia,Hong Kong,Capacity-enhancing,Fuel subsidies,0,0,NA
585,Asia,Hong Kong,Ambiguous,Fisher assistance,0,0,NA
586,Asia,Hong Kong,Ambiguous,Vessel buyback,0,0,NA
587,Asia,Hong Kong,Ambiguous,Rural fisher communities,0,0,NA
588,Asia,India,Beneficial,Fisheries mangt.,52122688.5,22090290.96,Modeled
589,Asia,India,Beneficial,Fishery R&D,26710263.24,0,Modeled
590,Asia,India,Beneficial,MPAs,4127834.913,1749431.167,Modeled
591,Asia,India,Capacity-enhancing,Boat constsruct. & renov.,8531208.046,3753731.54,Reported
592,Asia,India,Capacity-enhancing,Fisheries dev. projects,159275.6736,75686.15131,Modeled
593,Asia,India,Capacity-enhancing,Fishing port develop.,10530705.02,0,Modeled
594,Asia,India,Capacity-enhancing,Markt. & storage infrast.,2762127.639,0,Reported
595,Asia,India,Capacity-enhancing,Tax exemption,45961256.01,9192251.11,Modeled
596,Asia,India,Capacity-enhancing,Fishing access,15971345.57,0,Reported
597,Asia,India,Capacity-enhancing,Fuel subsidies,90487776.48,4559425.636,Reported
598,Asia,India,Ambiguous,Fisher assistance,8120990.291,7618945.418,Reported
599,Asia,India,Ambiguous,Vessel buyback,0,0,NA
600,Asia,India,Ambiguous,Rural fisher communities,11272695.27,11272695.08,Modeled
601,Asia,Indonesia,Beneficial,Fisheries mangt.,210754701.2,1041344.27,Modeled
602,Asia,Indonesia,Beneficial,Fishery R&D,56386451.51,6089737.045,Modeled
603,Asia,Indonesia,Beneficial,MPAs,41431606.13,9249137.933,Modeled
604,Asia,Indonesia,Capacity-enhancing,Boat constsruct. & renov.,66744946.25,21738529.29,Reported
605,Asia,Indonesia,Capacity-enhancing,Fisheries dev. projects,91542906.4,91542906.4,Reported
606,Asia,Indonesia,Capacity-enhancing,Fishing port develop.,26823464.5,16764665.31,Reported
607,Asia,Indonesia,Capacity-enhancing,Markt. & storage infrast.,140059127.8,62719821.52,Reported
608,Asia,Indonesia,Capacity-enhancing,Tax exemption,98477275.81,10119551.65,Modeled
609,Asia,Indonesia,Capacity-enhancing,Fishing access,1019127.28,0,Reported
610,Asia,Indonesia,Capacity-enhancing,Fuel subsidies,141322801.1,0,Modeled
611,Asia,Indonesia,Ambiguous,Fisher assistance,4680451.016,4680451.016,Reported
612,Asia,Indonesia,Ambiguous,Vessel buyback,0,0,NA
613,Asia,Indonesia,Ambiguous,Rural fisher communities,56310415.98,56310415.98,Reported
614,Asia,Iran,Beneficial,Fisheries mangt.,67491230.07,39180093.38,Modeled
615,Asia,Iran,Beneficial,Fishery R&D,15813395.21,0,Modeled
616,Asia,Iran,Beneficial,MPAs,5544576.344,3218744.484,Modeled
617,Asia,Iran,Capacity-enhancing,Boat constsruct. & renov.,9696722.097,2857021.524,Modeled
618,Asia,Iran,Capacity-enhancing,Fisheries dev. projects,130138.9601,130138.9601,Modeled
619,Asia,Iran,Capacity-enhancing,Fishing port develop.,0,0,NA
620,Asia,Iran,Capacity-enhancing,Markt. & storage infrast.,21784141.57,0,Modeled
621,Asia,Iran,Capacity-enhancing,Tax exemption,0,0,NA
622,Asia,Iran,Capacity-enhancing,Fishing access,3609634.32,0,Reported
623,Asia,Iran,Capacity-enhancing,Fuel subsidies,0,0,NA
624,Asia,Iran,Ambiguous,Fisher assistance,0,0,NA
625,Asia,Iran,Ambiguous,Vessel buyback,0,0,NA
626,Asia,Iran,Ambiguous,Rural fisher communities,8457798.834,8457798.834,Modeled
627,Asia,Iraq,Beneficial,Fisheries mangt.,617482.2827,154764.6061,Modeled
628,Asia,Iraq,Beneficial,Fishery R&D,0,0,NA
629,Asia,Iraq,Beneficial,MPAs,0,0,NA
630,Asia,Iraq,Capacity-enhancing,Boat constsruct. & renov.,0,0,NA
631,Asia,Iraq,Capacity-enhancing,Fisheries dev. projects,0,0,NA
632,Asia,Iraq,Capacity-enhancing,Fishing port develop.,0,0,NA
633,Asia,Iraq,Capacity-enhancing,Markt. & storage infrast.,0,0,NA
634,Asia,Iraq,Capacity-enhancing,Tax exemption,0,0,NA
635,Asia,Iraq,Capacity-enhancing,Fishing access,454381.89,0,Reported
636,Asia,Iraq,Capacity-enhancing,Fuel subsidies,0,0,NA
637,Asia,Iraq,Ambiguous,Fisher assistance,0,0,NA
638,Asia,Iraq,Ambiguous,Vessel buyback,0,0,NA
639,Asia,Iraq,Ambiguous,Rural fisher communities,0,0,NA
640,Asia,Israel,Beneficial,Fisheries mangt.,809638.8608,48781.47036,Modeled
641,Asia,Israel,Beneficial,Fishery R&D,189700.7843,9145.301758,Modeled
642,Asia,Israel,Beneficial,MPAs,485400.2559,60552.54123,Modeled
643,Asia,Israel,Capacity-enhancing,Boat constsruct. & renov.,108106.9553,0,Modeled
644,Asia,Israel,Capacity-enhancing,Fisheries dev. projects,0,0,NA
645,Asia,Israel,Capacity-enhancing,Fishing port develop.,0,0,NA
646,Asia,Israel,Capacity-enhancing,Markt. & storage infrast.,0,0,NA
647,Asia,Israel,Capacity-enhancing,Tax exemption,0,0,NA
648,Asia,Israel,Capacity-enhancing,Fishing access,0,0,NA
649,Asia,Israel,Capacity-enhancing,Fuel subsidies,0,0,NA
650,Asia,Israel,Ambiguous,Fisher assistance,0,0,NA
651,Asia,Israel,Ambiguous,Vessel buyback,0,0,NA
652,Asia,Israel,Ambiguous,Rural fisher communities,0,0,NA
653,Asia,Japan,Beneficial,Fisheries mangt.,345674903.4,19664326.78,Modeled
654,Asia,Japan,Beneficial,Fishery R&D,160089659.9,16441835.16,Modeled
655,Asia,Japan,Beneficial,MPAs,28316872.91,6679022.63,Modeled
656,Asia,Japan,Capacity-enhancing,Boat constsruct. & renov.,146739219.3,0,Modeled
657,Asia,Japan,Capacity-enhancing,Fisheries dev. projects,20731419.18,2995633.928,Modeled
658,Asia,Japan,Capacity-enhancing,Fishing port develop.,659197308.7,342688016,Modeled
659,Asia,Japan,Capacity-enhancing,Markt. & storage infrast.,28454674.41,11919663.53,Modeled
660,Asia,Japan,Capacity-enhancing,Tax exemption,510935602.7,510935602.7,Modeled
661,Asia,Japan,Capacity-enhancing,Fishing access,112772067.1,0,Reported
662,Asia,Japan,Capacity-enhancing,Fuel subsidies,631740242.5,0,Modeled
663,Asia,Japan,Ambiguous,Fisher assistance,75917356.22,75917356.22,Reported
664,Asia,Japan,Ambiguous,Vessel buyback,106928139.9,0,Modeled
665,Asia,Japan,Ambiguous,Rural fisher communities,32345071.11,32345071.11,Reported
666,Asia,Jordan,Beneficial,Fisheries mangt.,105387.0716,25542.9744,Modeled
667,Asia,Jordan,Beneficial,Fishery R&D,0,0,NA
668,Asia,Jordan,Beneficial,MPAs,0,0,NA
669,Asia,Jordan,Capacity-enhancing,Boat constsruct. & renov.,0,0,NA
670,Asia,Jordan,Capacity-enhancing,Fisheries dev. projects,41621.64651,2.9773271,Modeled
671,Asia,Jordan,Capacity-enhancing,Fishing port develop.,0,0,NA
672,Asia,Jordan,Capacity-enhancing,Markt. & storage infrast.,0,0,NA
673,Asia,Jordan,Capacity-enhancing,Tax exemption,0,0,NA
674,Asia,Jordan,Capacity-enhancing,Fishing access,0,0,NA
675,Asia,Jordan,Capacity-enhancing,Fuel subsidies,0,0,NA
676,Asia,Jordan,Ambiguous,Fisher assistance,0,0,NA
677,Asia,Jordan,Ambiguous,Vessel buyback,0,0,NA
